Type,ID,text1,text2,unk,vert0,vert1,vert2,vert3
Tile,664,grass,dirt,e,1,0,1,2
Tile,665,grass,dirt,e,1,0,2,0
Tile,666,grass,dirt,e,1,0,2,1
Tile,667,grass,dirt,e,1,0,2,2
Tile,668,grass,dirt,e,1,1,0,0
Tile,669,grass,dirt,e,1,1,0,1
Tile,670,grass,dirt,e,1,1,0,2
Tile,671,grass,dirt,e,1,1,1,0
null,672,,,,,,,
null,673,,,,,,,
Tile,674,grass,dirt,e,1,1,2,0
null,675,,,,,,,
null,676,,,,,,,
Tile,677,grass,dirt,e,1,2,0,0
Tile,678,grass,dirt,e,1,2,0,1
Tile,679,grass,dirt,e,1,2,0,2
Tile,680,grass,dirt,e,1,2,1,0
null,681,,,,,,,
null,682,,,,,,,
Tile,683,grass,dirt,e,1,2,2,0
null,684,,,,,,,
null,685,,,,,,,
Tile,686,grass,dirt,e,2,0,0,0
Tile,687,grass,dirt,e,2,0,0,1
Tile,688,grass,dirt,e,2,0,0,2
Tile,689,grass,dirt,e,2,0,1,0
Tile,690,grass,dirt,e,2,0,1,1
Tile,691,grass,dirt,e,2,0,1,2
Tile,692,grass,dirt,e,2,0,2,0
Tile,693,grass,dirt,e,2,0,2,1
Tile,694,grass,dirt,e,2,0,2,2
Tile,695,grass,dirt,e,2,1,0,0
Tile,696,grass,dirt,e,2,1,0,1
Tile,697,grass,dirt,e,2,1,0,2
Tile,698,grass,dirt,e,2,1,1,0
null,699,,,,,,,
null,700,,,,,,,
Tile,701,grass,dirt,e,2,1,2,0
null,702,,,,,,,
null,703,,,,,,,
Tile,704,grass,dirt,e,2,2,0,0
Tile,705,grass,dirt,e,2,2,0,1
Tile,706,grass,dirt,e,2,2,0,2
Tile,707,grass,dirt,e,2,2,1,0
null,708,,,,,,,
null,709,,,,,,,
Tile,710,grass,dirt,e,2,2,2,0
Tile,711,grass,dirt,f,0,0,0,0
Tile,712,grass,dirt,f,0,0,0,1
Tile,713,grass,dirt,f,0,0,0,2
Tile,714,grass,dirt,f,0,0,1,0
Tile,715,grass,dirt,f,0,0,1,1
Tile,716,grass,dirt,f,0,0,1,2
Tile,717,grass,dirt,f,0,0,2,0
Tile,718,grass,dirt,f,0,0,2,1
Tile,719,grass,dirt,f,0,0,2,2
Tile,720,grass,dirt,f,0,1,0,0
Tile,721,grass,dirt,f,0,1,0,1
Tile,722,grass,dirt,f,0,1,0,2
Tile,723,grass,dirt,f,0,1,1,0
Tile,724,grass,dirt,f,0,1,1,1
Tile,725,grass,dirt,f,0,1,1,2
Tile,726,grass,dirt,f,0,1,2,0
Tile,727,grass,dirt,f,0,1,2,1
Tile,728,grass,dirt,f,0,1,2,2
Tile,729,grass,dirt,f,0,2,0,0
Tile,730,grass,dirt,f,0,2,0,1
Tile,731,grass,dirt,f,0,2,0,2
Tile,732,grass,dirt,f,0,2,1,0
Tile,733,grass,dirt,f,0,2,1,1
Tile,734,grass,dirt,f,0,2,1,2
Tile,735,grass,dirt,f,0,2,2,0
Tile,736,grass,dirt,f,0,2,2,1
Tile,737,grass,dirt,f,0,2,2,2
Tile,738,grass,dirt,f,1,0,0,0
Tile,739,grass,dirt,f,1,0,0,1
Tile,740,grass,dirt,f,1,0,0,2
Tile,741,grass,dirt,f,1,0,1,0
Tile,742,grass,dirt,f,1,0,1,1
Tile,743,grass,dirt,f,1,0,1,2
Tile,744,grass,dirt,f,1,0,2,0
Tile,745,grass,dirt,f,1,0,2,1
Tile,746,grass,dirt,f,1,0,2,2
Tile,747,grass,dirt,f,1,1,0,0
Tile,748,grass,dirt,f,1,1,0,1
Tile,749,grass,dirt,f,1,1,0,2
Tile,750,grass,dirt,f,1,1,1,0
null,751,,,,,,,
null,752,,,,,,,
Tile,753,grass,dirt,f,1,1,2,0
null,754,,,,,,,
null,755,,,,,,,
Tile,756,grass,dirt,f,1,2,0,0
Tile,757,grass,dirt,f,1,2,0,1
Tile,758,grass,dirt,f,1,2,0,2
Tile,759,grass,dirt,f,1,2,1,0
null,760,,,,,,,
null,761,,,,,,,
Tile,762,grass,dirt,f,1,2,2,0
null,763,,,,,,,
null,764,,,,,,,
Tile,765,grass,dirt,f,2,0,0,0
Tile,766,grass,dirt,f,2,0,0,1
Tile,767,grass,dirt,f,2,0,0,2
Tile,768,grass,dirt,f,2,0,1,0
Tile,769,grass,dirt,f,2,0,1,1
Tile,770,grass,dirt,f,2,0,1,2
Tile,771,grass,dirt,f,2,0,2,0
Tile,772,grass,dirt,f,2,0,2,1
Tile,773,grass,dirt,f,2,0,2,2
Tile,774,grass,dirt,f,2,1,0,0
Tile,775,grass,dirt,f,2,1,0,1
Tile,776,grass,dirt,f,2,1,0,2
Tile,777,grass,dirt,f,2,1,1,0
null,778,,,,,,,
null,779,,,,,,,
Tile,780,grass,dirt,f,2,1,2,0
null,781,,,,,,,
null,782,,,,,,,
Tile,783,grass,dirt,f,2,2,0,0
Tile,784,grass,dirt,f,2,2,0,1
Tile,785,grass,dirt,f,2,2,0,2
Tile,786,grass,dirt,f,2,2,1,0
null,787,,,,,,,
null,788,,,,,,,
Tile,789,grass,dirt,f,2,2,2,0
Tile,790,grass,dirt,g,0,0,0,0
Tile,791,grass,dirt,g,0,0,0,1
Tile,792,grass,dirt,g,0,0,0,2
Tile,793,grass,dirt,g,0,0,1,0
Tile,794,grass,dirt,g,0,0,1,1
Tile,795,grass,dirt,g,0,0,1,2
Tile,796,grass,dirt,g,0,0,2,0
Tile,797,grass,dirt,g,0,0,2,1
Tile,798,grass,dirt,g,0,0,2,2
Tile,799,grass,dirt,g,0,1,0,0
Tile,800,grass,dirt,g,0,1,0,1
Tile,801,grass,dirt,g,0,1,0,2
Tile,802,grass,dirt,g,0,1,1,0
Tile,803,grass,dirt,g,0,1,1,1
Tile,804,grass,dirt,g,0,1,1,2
Tile,805,grass,dirt,g,0,1,2,0
Tile,806,grass,dirt,g,0,1,2,1
Tile,807,grass,dirt,g,0,1,2,2
Tile,808,grass,dirt,g,0,2,0,0
Tile,809,grass,dirt,g,0,2,0,1
Tile,810,grass,dirt,g,0,2,0,2
Tile,811,grass,dirt,g,0,2,1,0
Tile,812,grass,dirt,g,0,2,1,1
Tile,813,grass,dirt,g,0,2,1,2
Tile,814,grass,dirt,g,0,2,2,0
Tile,815,grass,dirt,g,0,2,2,1
Tile,816,grass,dirt,g,0,2,2,2
Tile,817,grass,dirt,g,1,0,0,0
Tile,818,grass,dirt,g,1,0,0,1
Tile,819,grass,dirt,g,1,0,0,2
Tile,820,grass,dirt,g,1,0,1,0
Tile,821,grass,dirt,g,1,0,1,1
Tile,822,grass,dirt,g,1,0,1,2
Tile,823,grass,dirt,g,1,0,2,0
Tile,824,grass,dirt,g,1,0,2,1
Tile,825,grass,dirt,g,1,0,2,2
Tile,826,grass,dirt,g,1,1,0,0
Tile,827,grass,dirt,g,1,1,0,1
Tile,828,grass,dirt,g,1,1,0,2
Tile,829,grass,dirt,g,1,1,1,0
null,830,,,,,,,
null,831,,,,,,,
Tile,832,grass,dirt,g,1,1,2,0
null,833,,,,,,,
null,834,,,,,,,
Tile,835,grass,dirt,g,1,2,0,0
Tile,836,grass,dirt,g,1,2,0,1
Tile,837,grass,dirt,g,1,2,0,2
Tile,838,grass,dirt,g,1,2,1,0
null,839,,,,,,,
null,840,,,,,,,
Tile,841,grass,dirt,g,1,2,2,0
null,842,,,,,,,
null,843,,,,,,,
Tile,844,grass,dirt,g,2,0,0,0
Tile,845,grass,dirt,g,2,0,0,1
Tile,846,grass,dirt,g,2,0,0,2
Tile,847,grass,dirt,g,2,0,1,0
Tile,848,grass,dirt,g,2,0,1,1
Tile,849,grass,dirt,g,2,0,1,2
Tile,850,grass,dirt,g,2,0,2,0
Tile,851,grass,dirt,g,2,0,2,1
Tile,852,grass,dirt,g,2,0,2,2
Tile,853,grass,dirt,g,2,1,0,0
Tile,854,grass,dirt,g,2,1,0,1
Tile,855,grass,dirt,g,2,1,0,2
Tile,856,grass,dirt,g,2,1,1,0
null,857,,,,,,,
null,858,,,,,,,
Tile,859,grass,dirt,g,2,1,2,0
null,860,,,,,,,
null,861,,,,,,,
Tile,862,grass,dirt,g,2,2,0,0
Tile,863,grass,dirt,g,2,2,0,1
Tile,864,grass,dirt,g,2,2,0,2
Tile,865,grass,dirt,g,2,2,1,0
null,866,,,,,,,
null,867,,,,,,,
Tile,868,grass,dirt,g,2,2,2,0
Tile,869,grass,dirt,h,0,0,0,0
Tile,870,grass,dirt,h,0,0,0,1
Tile,871,grass,dirt,h,0,0,0,2
Tile,872,grass,dirt,h,0,0,1,0
Tile,873,grass,dirt,h,0,0,1,1
Tile,874,grass,dirt,h,0,0,1,2
Tile,875,grass,dirt,h,0,0,2,0
Tile,876,grass,dirt,h,0,0,2,1
Tile,877,grass,dirt,h,0,0,2,2
Tile,878,grass,dirt,h,0,1,0,0
Tile,879,grass,dirt,h,0,1,0,1
Tile,880,grass,dirt,h,0,1,0,2
Tile,881,grass,dirt,h,0,1,1,0
Tile,882,grass,dirt,h,0,1,1,1
Tile,883,grass,dirt,h,0,1,1,2
Tile,884,grass,dirt,h,0,1,2,0
Tile,885,grass,dirt,h,0,1,2,1
Tile,886,grass,dirt,h,0,1,2,2
Tile,887,grass,dirt,h,0,2,0,0
Tile,888,grass,dirt,h,0,2,0,1
Tile,889,grass,dirt,h,0,2,0,2
Tile,890,grass,dirt,h,0,2,1,0
Tile,891,grass,dirt,h,0,2,1,1
Tile,892,grass,dirt,h,0,2,1,2
Tile,893,grass,dirt,h,0,2,2,0
Tile,894,grass,dirt,h,0,2,2,1
Tile,895,grass,dirt,h,0,2,2,2
Tile,896,grass,dirt,h,1,0,0,0
Tile,897,grass,dirt,h,1,0,0,1
Tile,898,grass,dirt,h,1,0,0,2
Tile,899,grass,dirt,h,1,0,1,0
Tile,900,grass,dirt,h,1,0,1,1
Tile,901,grass,dirt,h,1,0,1,2
Tile,902,grass,dirt,h,1,0,2,0
Tile,903,grass,dirt,h,1,0,2,1
Tile,904,grass,dirt,h,1,0,2,2
Tile,905,grass,dirt,h,1,1,0,0
Tile,906,grass,dirt,h,1,1,0,1
Tile,907,grass,dirt,h,1,1,0,2
Tile,908,grass,dirt,h,1,1,1,0
null,909,,,,,,,
null,910,,,,,,,
Tile,911,grass,dirt,h,1,1,2,0
null,912,,,,,,,
null,913,,,,,,,
Tile,914,grass,dirt,h,1,2,0,0
Tile,915,grass,dirt,h,1,2,0,1
Tile,916,grass,dirt,h,1,2,0,2
Tile,917,grass,dirt,h,1,2,1,0
null,918,,,,,,,
null,919,,,,,,,
Tile,920,grass,dirt,h,1,2,2,0
null,921,,,,,,,
null,922,,,,,,,
Tile,923,grass,dirt,h,2,0,0,0
Tile,924,grass,dirt,h,2,0,0,1
Tile,925,grass,dirt,h,2,0,0,2
Tile,926,grass,dirt,h,2,0,1,0
Tile,927,grass,dirt,h,2,0,1,1
Tile,928,grass,dirt,h,2,0,1,2
Tile,929,grass,dirt,h,2,0,2,0
Tile,930,grass,dirt,h,2,0,2,1
Tile,931,grass,dirt,h,2,0,2,2
Tile,932,grass,dirt,h,2,1,0,0
Tile,933,grass,dirt,h,2,1,0,1
Tile,934,grass,dirt,h,2,1,0,2
Tile,935,grass,dirt,h,2,1,1,0
null,936,,,,,,,
null,937,,,,,,,
Tile,938,grass,dirt,h,2,1,2,0
null,939,,,,,,,
null,940,,,,,,,
Tile,941,grass,dirt,h,2,2,0,0
Tile,942,grass,dirt,h,2,2,0,1
Tile,943,grass,dirt,h,2,2,0,2
Tile,944,grass,dirt,h,2,2,1,0
null,945,,,,,,,
null,946,,,,,,,
Tile,947,grass,dirt,h,2,2,2,0
Tile,948,grass,dirt,I,0,0,0,0
Tile,949,grass,dirt,I,0,0,0,1
Tile,950,grass,dirt,I,0,0,0,2
Tile,951,grass,dirt,I,0,0,1,0
Tile,952,grass,dirt,I,0,0,1,1
Tile,953,grass,dirt,I,0,0,1,2
Tile,954,grass,dirt,I,0,0,2,0
Tile,955,grass,dirt,I,0,0,2,1
Tile,956,grass,dirt,I,0,0,2,2
Tile,957,grass,dirt,I,0,1,0,0
Tile,958,grass,dirt,I,0,1,0,1
Tile,959,grass,dirt,I,0,1,0,2
Tile,960,grass,dirt,I,0,1,1,0
Tile,961,grass,dirt,I,0,1,1,1
Tile,962,grass,dirt,I,0,1,1,2
Tile,963,grass,dirt,I,0,1,2,0
Tile,964,grass,dirt,I,0,1,2,1
Tile,965,grass,dirt,I,0,1,2,2
Tile,966,grass,dirt,I,0,2,0,0
Tile,967,grass,dirt,I,0,2,0,1
Tile,968,grass,dirt,I,0,2,0,2
Tile,969,grass,dirt,I,0,2,1,0
Tile,970,grass,dirt,I,0,2,1,1
Tile,971,grass,dirt,I,0,2,1,2
Tile,972,grass,dirt,I,0,2,2,0
Tile,973,grass,dirt,I,0,2,2,1
Tile,974,grass,dirt,I,0,2,2,2
Tile,975,grass,dirt,I,1,0,0,0
Tile,976,grass,dirt,I,1,0,0,1
Tile,977,grass,dirt,I,1,0,0,2
Tile,978,grass,dirt,I,1,0,1,0
Tile,979,grass,dirt,I,1,0,1,1
Tile,980,grass,dirt,I,1,0,1,2
Tile,981,grass,dirt,I,1,0,2,0
Tile,982,grass,dirt,I,1,0,2,1
Tile,983,grass,dirt,I,1,0,2,2
Tile,984,grass,dirt,I,1,1,0,0
Tile,985,grass,dirt,I,1,1,0,1
Tile,986,grass,dirt,I,1,1,0,2
Tile,987,grass,dirt,I,1,1,1,0
null,988,,,,,,,
null,989,,,,,,,
Tile,990,grass,dirt,I,1,1,2,0
null,991,,,,,,,
null,992,,,,,,,
Tile,993,grass,dirt,I,1,2,0,0
Tile,994,grass,dirt,I,1,2,0,1
Tile,995,grass,dirt,I,1,2,0,2
Tile,996,grass,dirt,I,1,2,1,0
null,997,,,,,,,
null,998,,,,,,,
Tile,999,grass,dirt,I,1,2,2,0
null,1000,,,,,,,
null,1001,,,,,,,
Tile,1002,grass,dirt,I,2,0,0,0
Tile,1003,grass,dirt,I,2,0,0,1
Tile,1004,grass,dirt,I,2,0,0,2
Tile,1005,grass,dirt,I,2,0,1,0
Tile,1006,grass,dirt,I,2,0,1,1
Tile,1007,grass,dirt,I,2,0,1,2
Tile,1008,grass,dirt,I,2,0,2,0
Tile,1009,grass,dirt,I,2,0,2,1
Tile,1010,grass,dirt,I,2,0,2,2
Tile,1011,grass,dirt,I,2,1,0,0
Tile,1012,grass,dirt,I,2,1,0,1
Tile,1013,grass,dirt,I,2,1,0,2
Tile,1014,grass,dirt,I,2,1,1,0
null,1015,,,,,,,
null,1016,,,,,,,
Tile,1017,grass,dirt,I,2,1,2,0
null,1018,,,,,,,
null,1019,,,,,,,
Tile,1020,grass,dirt,I,2,2,0,0
Tile,1021,grass,dirt,I,2,2,0,1
Tile,1022,grass,dirt,I,2,2,0,2
Tile,1023,grass,dirt,I,2,2,1,0
null,1024,,,,,,,
null,1025,,,,,,,
Tile,1026,grass,dirt,I,2,2,2,0
Tile,1027,grass,dirt,j,0,0,0,0
Tile,1028,grass,dirt,j,0,0,0,1
Tile,1029,grass,dirt,j,0,0,0,2
Tile,1030,grass,dirt,j,0,0,1,0
Tile,1031,grass,dirt,j,0,0,1,1
Tile,1032,grass,dirt,j,0,0,1,2
Tile,1033,grass,dirt,j,0,0,2,0
Tile,1034,grass,dirt,j,0,0,2,1
Tile,1035,grass,dirt,j,0,0,2,2
Tile,1036,grass,dirt,j,0,1,0,0
Tile,1037,grass,dirt,j,0,1,0,1
Tile,1038,grass,dirt,j,0,1,0,2
Tile,1039,grass,dirt,j,0,1,1,0
Tile,1040,grass,dirt,j,0,1,1,1
Tile,1041,grass,dirt,j,0,1,1,2
Tile,1042,grass,dirt,j,0,1,2,0
Tile,1043,grass,dirt,j,0,1,2,1
Tile,1044,grass,dirt,j,0,1,2,2
Tile,1045,grass,dirt,j,0,2,0,0
Tile,1046,grass,dirt,j,0,2,0,1
Tile,1047,grass,dirt,j,0,2,0,2
Tile,1048,grass,dirt,j,0,2,1,0
Tile,1049,grass,dirt,j,0,2,1,1
Tile,1050,grass,dirt,j,0,2,1,2
Tile,1051,grass,dirt,j,0,2,2,0
Tile,1052,grass,dirt,j,0,2,2,1
Tile,1053,grass,dirt,j,0,2,2,2
Tile,1054,grass,dirt,j,1,0,0,0
Tile,1055,grass,dirt,j,1,0,0,1
Tile,1056,grass,dirt,j,1,0,0,2
Tile,1057,grass,dirt,j,1,0,1,0
Tile,1058,grass,dirt,j,1,0,1,1
Tile,1059,grass,dirt,j,1,0,1,2
Tile,1060,grass,dirt,j,1,0,2,0
Tile,1061,grass,dirt,j,1,0,2,1
Tile,1062,grass,dirt,j,1,0,2,2
Tile,1063,grass,dirt,j,1,1,0,0
Tile,1064,grass,dirt,j,1,1,0,1
Tile,1065,grass,dirt,j,1,1,0,2
Tile,1066,grass,dirt,j,1,1,1,0
null,1067,,,,,,,
null,1068,,,,,,,
Tile,1069,grass,dirt,j,1,1,2,0
null,1070,,,,,,,
null,1071,,,,,,,
Tile,1072,grass,dirt,j,1,2,0,0
Tile,1073,grass,dirt,j,1,2,0,1
Tile,1074,grass,dirt,j,1,2,0,2
Tile,1075,grass,dirt,j,1,2,1,0
null,1076,,,,,,,
null,1077,,,,,,,
Tile,1078,grass,dirt,j,1,2,2,0
null,1079,,,,,,,
null,1080,,,,,,,
Tile,1081,grass,dirt,j,2,0,0,0
Tile,1082,grass,dirt,j,2,0,0,1
Tile,1083,grass,dirt,j,2,0,0,2
Tile,1084,grass,dirt,j,2,0,1,0
Tile,1085,grass,dirt,j,2,0,1,1
Tile,1086,grass,dirt,j,2,0,1,2
Tile,1087,grass,dirt,j,2,0,2,0
Tile,1088,grass,dirt,j,2,0,2,1
Tile,1089,grass,dirt,j,2,0,2,2
Tile,1090,grass,dirt,j,2,1,0,0
Tile,1091,grass,dirt,j,2,1,0,1
Tile,1092,grass,dirt,j,2,1,0,2
Tile,1093,grass,dirt,j,2,1,1,0
null,1094,,,,,,,
null,1095,,,,,,,
Tile,1096,grass,dirt,j,2,1,2,0
null,1097,,,,,,,
null,1098,,,,,,,
Tile,1099,grass,dirt,j,2,2,0,0
Tile,1100,grass,dirt,j,2,2,0,1
Tile,1101,grass,dirt,j,2,2,0,2
Tile,1102,grass,dirt,j,2,2,1,0
null,1103,,,,,,,
null,1104,,,,,,,
Tile,1105,grass,dirt,j,2,2,2,0
Tile,1106,grass,dirt,k,0,0,0,0
Tile,1107,grass,dirt,k,0,0,0,1
Tile,1108,grass,dirt,k,0,0,0,2
Tile,1109,grass,dirt,k,0,0,1,0
Tile,1110,grass,dirt,k,0,0,1,1
Tile,1111,grass,dirt,k,0,0,1,2
Tile,1112,grass,dirt,k,0,0,2,0
Tile,1113,grass,dirt,k,0,0,2,1
Tile,1114,grass,dirt,k,0,0,2,2
Tile,1115,grass,dirt,k,0,1,0,0
Tile,1116,grass,dirt,k,0,1,0,1
Tile,1117,grass,dirt,k,0,1,0,2
Tile,1118,grass,dirt,k,0,1,1,0
Tile,1119,grass,dirt,k,0,1,1,1
Tile,1120,grass,dirt,k,0,1,1,2
Tile,1121,grass,dirt,k,0,1,2,0
Tile,1122,grass,dirt,k,0,1,2,1
Tile,1123,grass,dirt,k,0,1,2,2
Tile,1124,grass,dirt,k,0,2,0,0
Tile,1125,grass,dirt,k,0,2,0,1
Tile,1126,grass,dirt,k,0,2,0,2
Tile,1127,grass,dirt,k,0,2,1,0
Tile,1128,grass,dirt,k,0,2,1,1
Tile,1129,grass,dirt,k,0,2,1,2
Tile,1130,grass,dirt,k,0,2,2,0
Tile,1131,grass,dirt,k,0,2,2,1
Tile,1132,grass,dirt,k,0,2,2,2
Tile,1133,grass,dirt,k,1,0,0,0
Tile,1134,grass,dirt,k,1,0,0,1
Tile,1135,grass,dirt,k,1,0,0,2
Tile,1136,grass,dirt,k,1,0,1,0
Tile,1137,grass,dirt,k,1,0,1,1
Tile,1138,grass,dirt,k,1,0,1,2
Tile,1139,grass,dirt,k,1,0,2,0
Tile,1140,grass,dirt,k,1,0,2,1
Tile,1141,grass,dirt,k,1,0,2,2
Tile,1142,grass,dirt,k,1,1,0,0
Tile,1143,grass,dirt,k,1,1,0,1
Tile,1144,grass,dirt,k,1,1,0,2
Tile,1145,grass,dirt,k,1,1,1,0
null,1146,,,,,,,
null,1147,,,,,,,
Tile,1148,grass,dirt,k,1,1,2,0
null,1149,,,,,,,
null,1150,,,,,,,
Tile,1151,grass,dirt,k,1,2,0,0
Tile,1152,grass,dirt,k,1,2,0,1
Tile,1153,grass,dirt,k,1,2,0,2
Tile,1154,grass,dirt,k,1,2,1,0
null,1155,,,,,,,
null,1156,,,,,,,
Tile,1157,grass,dirt,k,1,2,2,0
null,1158,,,,,,,
null,1159,,,,,,,
Tile,1160,grass,dirt,k,2,0,0,0
Tile,1161,grass,dirt,k,2,0,0,1
Tile,1162,grass,dirt,k,2,0,0,2
Tile,1163,grass,dirt,k,2,0,1,0
Tile,1164,grass,dirt,k,2,0,1,1
Tile,1165,grass,dirt,k,2,0,1,2
Tile,1166,grass,dirt,k,2,0,2,0
Tile,1167,grass,dirt,k,2,0,2,1
Tile,1168,grass,dirt,k,2,0,2,2
Tile,1169,grass,dirt,k,2,1,0,0
Tile,1170,grass,dirt,k,2,1,0,1
Tile,1171,grass,dirt,k,2,1,0,2
Tile,1172,grass,dirt,k,2,1,1,0
null,1173,,,,,,,
null,1174,,,,,,,
Tile,1175,grass,dirt,k,2,1,2,0
null,1176,,,,,,,
null,1177,,,,,,,
Tile,1178,grass,dirt,k,2,2,0,0
Tile,1179,grass,dirt,k,2,2,0,1
Tile,1180,grass,dirt,k,2,2,0,2
Tile,1181,grass,dirt,k,2,2,1,0
null,1182,,,,,,,
null,1183,,,,,,,
Tile,1184,grass,dirt,k,2,2,2,0
Tile,1185,grass,dirt,l,0,0,0,0
Tile,1186,grass,dirt,l,0,0,0,1
Tile,1187,grass,dirt,l,0,0,0,2
Tile,1188,grass,dirt,l,0,0,1,0
Tile,1189,grass,dirt,l,0,0,1,1
Tile,1190,grass,dirt,l,0,0,1,2
Tile,1191,grass,dirt,l,0,0,2,0
Tile,1192,grass,dirt,l,0,0,2,1
Tile,1193,grass,dirt,l,0,0,2,2
Tile,1194,grass,dirt,l,0,1,0,0
Tile,1195,grass,dirt,l,0,1,0,1
Tile,1196,grass,dirt,l,0,1,0,2
Tile,1197,grass,dirt,l,0,1,1,0
Tile,1198,grass,dirt,l,0,1,1,1
Tile,1199,grass,dirt,l,0,1,1,2
Tile,1200,grass,dirt,l,0,1,2,0
Tile,1201,grass,dirt,l,0,1,2,1
Tile,1202,grass,dirt,l,0,1,2,2
Tile,1203,grass,dirt,l,0,2,0,0
Tile,1204,grass,dirt,l,0,2,0,1
Tile,1205,grass,dirt,l,0,2,0,2
Tile,1206,grass,dirt,l,0,2,1,0
Tile,1207,grass,dirt,l,0,2,1,1
Tile,1208,grass,dirt,l,0,2,1,2
Tile,1209,grass,dirt,l,0,2,2,0
Tile,1210,grass,dirt,l,0,2,2,1
Tile,1211,grass,dirt,l,0,2,2,2
Tile,1212,grass,dirt,l,1,0,0,0
Tile,1213,grass,dirt,l,1,0,0,1
Tile,1214,grass,dirt,l,1,0,0,2
Tile,1215,grass,dirt,l,1,0,1,0
Tile,1216,grass,dirt,l,1,0,1,1
Tile,1217,grass,dirt,l,1,0,1,2
Tile,1218,grass,dirt,l,1,0,2,0
Tile,1219,grass,dirt,l,1,0,2,1
Tile,1220,grass,dirt,l,1,0,2,2
Tile,1221,grass,dirt,l,1,1,0,0
Tile,1222,grass,dirt,l,1,1,0,1
Tile,1223,grass,dirt,l,1,1,0,2
Tile,1224,grass,dirt,l,1,1,1,0
null,1225,,,,,,,
null,1226,,,,,,,
Tile,1227,grass,dirt,l,1,1,2,0
null,1228,,,,,,,
null,1229,,,,,,,
Tile,1230,grass,dirt,l,1,2,0,0
Tile,1231,grass,dirt,l,1,2,0,1
Tile,1232,grass,dirt,l,1,2,0,2
Tile,1233,grass,dirt,l,1,2,1,0
null,1234,,,,,,,
null,1235,,,,,,,
Tile,1236,grass,dirt,l,1,2,2,0
null,1237,,,,,,,
null,1238,,,,,,,
Tile,1239,grass,dirt,l,2,0,0,0
Tile,1240,grass,dirt,l,2,0,0,1
Tile,1241,grass,dirt,l,2,0,0,2
Tile,1242,grass,dirt,l,2,0,1,0
Tile,1243,grass,dirt,l,2,0,1,1
Tile,1244,grass,dirt,l,2,0,1,2
Tile,1245,grass,dirt,l,2,0,2,0
Tile,1246,grass,dirt,l,2,0,2,1
Tile,1247,grass,dirt,l,2,0,2,2
Tile,1248,grass,dirt,l,2,1,0,0
Tile,1249,grass,dirt,l,2,1,0,1
Tile,1250,grass,dirt,l,2,1,0,2
Tile,1251,grass,dirt,l,2,1,1,0
null,1252,,,,,,,
null,1253,,,,,,,
Tile,1254,grass,dirt,l,2,1,2,0
null,1255,,,,,,,
null,1256,,,,,,,
Tile,1257,grass,dirt,l,2,2,0,0
Tile,1258,grass,dirt,l,2,2,0,1
Tile,1259,grass,dirt,l,2,2,0,2
Tile,1260,grass,dirt,l,2,2,1,0
null,1261,,,,,,,
null,1262,,,,,,,
Tile,1263,grass,dirt,l,2,2,2,0
Tile,1264,moun,grass,a,0,0,0,0
Tile,1265,moun,grass,a,0,0,0,1
Tile,1266,moun,grass,a,0,0,0,2
Tile,1267,moun,grass,a,0,0,1,0
Tile,1268,moun,grass,a,0,0,1,1
Tile,1269,moun,grass,a,0,0,1,2
Tile,1270,moun,grass,a,0,0,2,0
Tile,1271,moun,grass,a,0,0,2,1
Tile,1272,moun,grass,a,0,0,2,2
Tile,1273,moun,grass,a,0,1,0,0
Tile,1274,moun,grass,a,0,1,0,1
Tile,1275,moun,grass,a,0,1,0,2
Tile,1276,moun,grass,a,0,1,1,0
Tile,1277,moun,grass,a,0,1,1,1
Tile,1278,moun,grass,a,0,1,1,2
Tile,1279,moun,grass,a,0,1,2,0
Tile,1280,moun,grass,a,0,1,2,1
Tile,1281,moun,grass,a,0,1,2,2
Tile,1282,moun,grass,a,0,2,0,0
Tile,1283,moun,grass,a,0,2,0,1
Tile,1284,moun,grass,a,0,2,0,2
Tile,1285,moun,grass,a,0,2,1,0
Tile,1286,moun,grass,a,0,2,1,1
Tile,1287,moun,grass,a,0,2,1,2
Tile,1288,moun,grass,a,0,2,2,0
Tile,1289,moun,grass,a,0,2,2,1
Tile,1290,moun,grass,a,0,2,2,2
Tile,1291,moun,grass,a,1,0,0,0
Tile,1292,moun,grass,a,1,0,0,1
Tile,1293,moun,grass,a,1,0,0,2
Tile,1294,moun,grass,a,1,0,1,0
Tile,1295,moun,grass,a,1,0,1,1
Tile,1296,moun,grass,a,1,0,1,2
Tile,1297,moun,grass,a,1,0,2,0
Tile,1298,moun,grass,a,1,0,2,1
Tile,1299,moun,grass,a,1,0,2,2
Tile,1300,moun,grass,a,1,1,0,0
Tile,1301,moun,grass,a,1,1,0,1
Tile,1302,moun,grass,a,1,1,0,2
Tile,1303,moun,grass,a,1,1,1,0
null,1304,,,,,,,
null,1305,,,,,,,
Tile,1306,moun,grass,a,1,1,2,0
null,1307,,,,,,,
null,1308,,,,,,,
Tile,1309,moun,grass,a,1,2,0,0
Tile,1310,moun,grass,a,1,2,0,1
Tile,1311,moun,grass,a,1,2,0,2
Tile,1312,moun,grass,a,1,2,1,0
null,1313,,,,,,,
null,1314,,,,,,,
Tile,1315,moun,grass,a,1,2,2,0
null,1316,,,,,,,
null,1317,,,,,,,
Tile,1318,moun,grass,a,2,0,0,0
Tile,1319,moun,grass,a,2,0,0,1
Tile,1320,moun,grass,a,2,0,0,2
Tile,1321,moun,grass,a,2,0,1,0
